BrandName,BrandCode,pH,EC,TDS,Ca,Mg,Hard,HCO3,Cl,Na,F,K,NO3,SO4,As,Potability
Noble,BWR-01,7.20,396,218,30,16,140,40,86,27,0.2,0.6,0.947,40,0.4,1
Nestle Pure Life,BWR-02,7.10,432,238,36,18,165,45,98,23,0.211,0.3,1.1,33,0.4,1
Water Plus,BWR-03,7.05,234,129,16,7,70,40,50,25,0.211,0.4,0.947,15,0.3,1
Refine,BWR-04,7.25,419,230,30,16,140,40,85,31,0.08,1.5,0.947,48,2,1
Aqua Hayat,BWR-05,7.26,336,185,20,15,110,50,56,25,0.04,0.3,0.947,36,6,1
Do Abe Water,BWR-06,6.75,301,166,16,12,90,30,70,30,0.211,0.4,0.5,24,0.4,1
Pure 18,BWR-07,6.60,402,221,24,10,100,30,105,43,0.22,0.0,0.947,19,0.7,1
Aqua Avolam,BWR-08,6.77,368,202,33.41,12,50,40,74,61,0.22,0.0,0.4,35,0.4,1
Yas,BWR-09,7.10,236,130,28,12.378,70,20,48,21,0.02,0.4,0.947,25,0.4,1
Popular Maza,BWR-10,6.75,326,179,40,7,130,30,96,14,0.03,1.9,0.947,25.989,1,1
Droplet,BWR-11,6.75,302,166,28,12,120,40,60,18,0.28,0.6,0.947,32,0.5,1
Pure Aqua,BWR-12,6.56,295,162,28,10,110,40,55,19,0.211,0.2,0.947,29,0.3,1
Safe Life,BWR-13,6.85,341,188,28,2,80,40,70,42,0.13,0.4,0.947,30,0.5,1
ABS Minerals,BWR-14,7.10,398,219,28,10,110,30,96,40,0.1,0.6,0.947,28,0.4,1
Aquench,BWR-15,7.50,484,266,36,12,140,40,115,48,0.47,0.6,0.947,35,0.5,1
Crystal Maya,BWR-16,7.01,399,219,48,6,145,40,86,25,0.211,1.186,0.947,33,0.5,1
Mag life,BWR-17,7.04,302,166,36,5,110,30,60,18,0.08,1.4,0.947,34,0.8,1
Orion,BWR-18,6.75,323,178,38,5,115,30,70,20,0.1,0.4,0.3,32,0.4,1
Jel,BWR-19,7.05,263,145,32,2,90,30,50,19,0.211,0.7,0.2,26,0.4,1
Douro,BWR-20,6.90,377,207,28,7,100,80,52,41,0.25,0.6,0.947,29,0.5,1
Al-Sahar,BWR-21,6.82,308,169,32,5,100,20,72,25,0.211,1.2,0.947,30,0.4,1
Every,BWR-22,7.35,872,480,60,49,350,290,60,44,0.46,3.5,0.947,73,3,1
Dasani,BWR-23,7.25,262,144,36,5,110,30,16,10,0.211,1.1,0.947,73,0.5,1
Pure Next,BWR-24,7.31,347,191,30,15,135,45,70,18,0.211,1.4,0.947,30,0.3,1
Kinley,BWR-25,7.96,236,130,26,8,96,20,12,9,0.211,1.4,0.947,70,0.5,1
I Pure,BWR-26,7.82,530,292,26,36,215,180,36,23,1.87,0.7,0.947,37,0.7,1
AquaFina,BWR-27,7.75,245,135,22,6,80,30,30,19,0.211,0.4,0.947,44,2.0,1
Aqua Hygienic,BWR-28,7.24,356,196,26,21,150,70,58,16,0.211,1.2,0.947,27,0.6,1
Cool Aqua Cool,BWR-29,7.28,418,230,26,29,185,60,82,10,0.211,1.1,0.6,26,0.5,1
Nestle,BWR-30,7.41,432,238,26,30,190,55,96,12,0.211,1.3,0.947,31,0.5,1
Nestle,BWR-31,7.40,460,256,40,17,170,100,75,25,0.211,0.4,0.947,25,0.2,1
AquaFina,BWR-32,7.10,207,114,33.41,12,50,30,24,18,0.211,1.1,0.947,32,2.0,1
Mehr,BWR-33,7.02,163,89.7,10,4,40,60,10,19,0.22,0.9,0.947,6,0.2,1
Kinley,BWR-34,7.02,287,158,24,13,115,65,12,12,0.2,1.1,0.947,60,2.0,1
Gourmet,BWR-35,6.86,407,224,40,7,130,50,96,30,0.2,0.0,1.36,10,0.2,0
Muree Sparkletts,BWR-36,7.32,353,194,40,12,150,140,18,13,0.31,0.4,0.947,11,2.0,1
Berg,BWR-37,7.53,682,375,40,41,270,245,48,35,0.05,1.0,0.947,26,0.3,1
Nurturmil water,BWR-38,7.27,151,83.1,4,12,60,15,22,23.008,0.09,6.6,0.947,28,0.2,1
Nectar,BWR-39,7.18,416,229,44,12,160,150,24,22,0.32,1.1,0.947,26,2.0,1
Fresh life,BWR-40,7.03,339,186,40,7,130,120,20,17,0.37,1.5,0.3,23,2.0,1
Nestol,BWR-41,7.28,352,194,40,7,130,140,12,18,0.3,3.4,0.947,15,0.2,1
Deosai,BWR-42,6.55,373,205,20,17,120,140,14,30,0.211,0.2,0.947,24,2.0,1
Hydra,BWR-43,6.95,402,221,20,24,150,170,12,25,0.28,0.6,0.947,16,2.0,1
Sunley Pure,BWR-44,6.96,408,224,40,12,150,160,19,22,0.28,0.5,0.947,17,2.0,1
Oxygen+,BWR-45,6.55,381,210,24,17,130,140,22,28,0.21,0.3,0.3,20,2.0,1
Water plus,BWR-46,7.07,527,290,48,19,200,205,26,27,0.34,1.2,0.7,21,0.2,1
Venora,BWR-47,7.41,379,208,40,12,150,140,24,18,0.3,1.3,0.947,20,2.0,1
Deep spring,BWR-48,7.35,740,407,80,29,320,300,46,29,0.45,0.7,0.947,15,2.0,1
Elim,BWR-49,7.05,272,150,20,10,90,80,31,20,0.14,0.2,0.947,11,2.0,1
Bio Crystal,BWR-50,7.90,427,235,40,19,180,140,32,17,0.2,0.8,0.947,21,2.0,1
Aqua,BWR-51,7.12,356,196,40,10,140,90,24,16,0.4,0.8,0.947,50,3,1
Pure Next,BWR-52,7.38,384,211,28,12,120,60,62,32,0.23,0.0,0.947,41,0.9,1
Al-Safa,BWR-53,6.53,352,194,20,12,100,60,52,30,0.17,2.5,0.947,37,0.2,1
Falah,BWR-54,7.10,345,190,20,12,100,100,36,33,0.7,3.8,0.947,25,0.9,1
Jalandhar,BWR-55,7.21,394,217,20,17,120,70,72,34,0.211,0.7,0.947,26,0.3,1
Aqua crystal,BWR-56,7.12,450,248,40,12,150,100,64,36,0.41,3.6,0.947,42,0.6,1
Sky blue,BWR-57,6.75,379,208,24,17,130,100,24,24,0.53,1.6,0.2,52,2,1
Dasani,BWR-58,6.84,263,145,33.41,19,80,40,20,20,0.22,0.4,0.6,55,2.0,1
Muree Sparkletts,BWR-59,7.47,355,195,28,15,130,150,16,22,0.08,0.9,0.947,6,0.6,1
Nestle,BWR-60,7.40,465,256,40,17,170,100,75,27,0.211,0.3,0.947,25,0.7,1
Aqua Fina,BWR-61,7.12,223,123,33.41,19,80,50,22,14,0.02,1.0,0.947,30,0.3,1
Panee,BWR-62,6.50,342,188,24,16,125,100,24,20,0.1,1.4,0.947,39,0.4,1
Ever Best,BWR-63,6.65,318,175,20,15,110,50,40,22,0.211,0.8,0.947,54,0.4,1
Good water,BWR-64,6.96,356,196,32,5,100,55,60,34,0.211,0.0,0.947,30,0.2,1
Doce,BWR-65,6.70,345,190,36,5,110,35,72,28,0.12,0.3,0.947,31,0.8,1
Glacial,BWR-66,6.52,307,169,40,10,140,50,60,8,0.42,0.8,0.947,20,2.0,1
Amfahh,BWR-67,7.07,322,177,36,12.378,90,75,44,32,0.39,0.5,0.947,24,1,1
Klinz,BWR-68,7.10,441,243,52,10,170,50,92,16,0.3,0.3,0.947,30,2.0,1
De-Manzi,BWR-69,6.77,259,142,40,12.378,100,40,42,16,0.23,0.2,0.947,35,0.8,1
Rahat,BWR-70,6.72,374,206,40,5,120,110,40,32,0.64,0.0,0.947,25,0.9,1
Jami,BWR-71,6.88,372,205,20,10,90,100,36,44,0.2,0.3,0.947,33,0.5,1
Cristalene,BWR-72,6.70,342,188,44,15,170,65,60,23.008,0.32,0.0,0.947,19,0.2,1
Zams,BWR-73,6.61,292,161,36,7,120,60,42,14,0.2,0.2,0.947,30,2.0,1
Aqua one,BWR-74,7.37,345,190,32,12,130,60,65,22,0.39,0.3,0.947,21,0.2,1
Aqua super life,BWR-75,6.60,330,182,48,7,150,55,50,10,0.53,0.4,1.36,41,2,0
Wah water,BWR-76,7.24,417,229,32,17,150,90,65,25,0.34,0.4,0.2,25,0.4,1
Top up,BWR-77,7.35,507,279,60,12,200,110,72,25,0.54,1.6,0.947,34,0.6,1
NEBRASKA,BWR-78,7.40,412,227,40,17,170,80,68,15,0.7,0.2,0.947,29,0.5,1
SHIRAZ,BWR-79,7.08,425,234,48,10,160,90,62,21,0.36,0.2,1.1,32,0.3,0
Aquatic fresh,BWR-80,7.40,660,363,60,32,280,190,65,21,0.49,2.1,0.947,45,2.0,1
Aqua splash,BWR-81,7.38,387,213,40,07,130,60,75,26,0.40,0.6,1.36,18,0.4,0
MARINA,BWR-82,7.35,502,276,48,17,220,200,20,16,0.22,1.5,0.3,26,0.5,0
One life,BWR-83,7.20,388,213,40,12,150,70,70,21,0.49,0.8,0.947,28,2.0,1
AB-E-Khyber,BWR-84,7.01,484,266,60,15,210,70,104,16,0.211,0.7,0.947,31,0.3,1
Natural water,BWR-85,7.23,348,191,40,05,120,80,55,24,0.25,0.3,0.947,15,0.6,1
New Aqua Care,BWQ-01,7.49,343,211,40,12,150,39,57,24,0.16,1.186,0.6,25.989,44,1
Vital Happy Life,BWQ-02,7.40,355,210,25,17,133,20,70,15,0.12,1.186,0.947,25.989,42,1
Pure Fresh Water,BWQ-03,7.06,516,284,20,12,100,160,24,32,0.3,1.186,3.6,0.8,56,1
Alfalah,BWQ-04,7.49,336,190,39,12,147,40,70,19,0.06,1.186,0.2,0.6,45,1
Zam,BWQ-05,6.87,348,191,36,9,130,30,60,16,0.16,2.71,0.2,1.3,46,0
New Deep,BWQ-06,7.50,354,195,30,13,130,40,55,18,0.08,1.186,0.947,1.1,48,1
SN Pure Drinking Water,BWQ-07,7.61,362,199,32,13,135,40,64,19,0.16,1.186,0.947,0.8,42,1
Icelay Mineral Water,BWQ-08,6.60,594,327,40,31,230,50,134,27,0.08,1.186,0.5,25.989,50,1
Safe Water,BWQ-09,6.53,220,121,20,1,55,20,43,22,0.211,1.186,0.3,1.2,26,1
Pearl,BWQ-10,6.65,348,191,28,14,130,40,68,18,0.18,1.186,3.5,25.989,35,1
NASEH MineralWater,BWQ-11,6.64,339,186,4,10,50,35,75,50,0.211,1.186,1.2,25.989,30,1
Vey,BWQ-12,6.60,322,177,32,5,100,30,65,20,0.211,1.186,9.0,25.989,30,1
Aquafina,BWQ-13,7.95,230,127,33.41,14,60,20,30,21,0.25,1.186,1.1,25.989,50,1
Oslo,BWQ-14,6.50,527,290,44,22,200,50,120,23,0.211,1.186,3.3,25.989,37,1
New Aqua Water Fresh,BWQ-15,6.72,437,240,10,6,50,40,92,35,0.08,1.186,2.2,0.5,38,1
Edlen Premium,BWQ-16,6.80,447,246,20,10,90,50,82,60,0.16,2.71,2.3,32.14,52,0
NEO,BWQ-17,6.58,349,192,20,17,120,40,72,22,0.211,1.186,6.3,1.2,30,1
Gourmet,BWQ-18,7.03,403,222,40,10,140,35,96,26,0.211,1.186,0.0,0.4,30,1
Aqua Gold,BWQ-19,7.03,354,195,20,12,100,50,70,37,0.16,2.71,0.2,32.14,28,0
Fresh Life,BWQ-20,7.05,309,170,40,10,140,130,10,9,0.211,1.186,0.9,25.989,14,1
Nestle,BWQ-21,7.10,430,237,40,12,150,50,96,25,0.211,1.186,0.2,1.3,20,1
Water Empire,BWQ-22,7.06,227,125,20,10,90,70,24,10,0.211,1.186,0.5,25.989,7,1
Dasani,BWQ-23,7.10,263,145,33.41,24,100,50,52.408,10,0.211,1.186,1.5,25.989,70,1
Sparkling,BWQ-24,7.06,440,242,40,22,190,180,20,18,0.04,1.186,0.7,0.3,20,1
Nectar,BWQ-25,7.01,393,216,40,16,165,130,20,15,0.211,1.186,0.9,25.989,36,1
MANHAL,BWQ-26,6.61,316,174,40,8,135,35,70,10,0.06,1.186,0.947,25.989,22,1
Murree Sparkletts,BWQ-27,7.45,366,201,40,12,150,140,18,15,0.211,1.186,1,0.6,18,1
Volvic,BWQ-28,7.10,240,132,16,12,90,40,20,9,0.15,1.186,5.8,25.989,50,1
Sufi,BWQ-29,7.02,352,194,40,12,150,40,77,12,0.211,1.186,0.947,25.989,24,1
Fresh Sprinkle,BWQ-30,6.99,323,178,40,10,140,135,12,12,0.08,1.186,1,1.3,19,1
Nestol,BWQ-31,7.05,343,189,20,14,110,50,60,23,0.211,1.186,0.947,25.989,23,1
Net Water,BWQ-32,7.03,288,158,20,18,125,70,32,9,0.211,1.186,0.4,25.989,28,1
Oxygen+,BWQ-33,6.84,356,196,18,15,110,50,60,25,0.211,1.186,0.2,25.989,28,1
Kinley,BWQ-34,7.90,303,167,33.41,32,130,70,25,8,0.11,1.186,2.6,25.989,45,1
Al-SaudiaWater pack,BWQ-35,6.70,325,179,20,21,135,50,18,12,0.27,1.186,0.947,25.989,81,1
Mehr,BWQ-36,7.31,263,145,30,1.2,80,70,34,25,0.04,1.186,0.7,25.989,10,1
Aquafina,BWQ-37,6.96,202,111,33.41,12,50,20,26,19,0.08,1.186,1.1,25.989,36,1
Moya Mineral water,BWQ-38,6.67,284,156,20,14,110,90,29,15,0.211,1.186,1.2,25.989,10,1
Wah water,BWQ-39,6.76,393,216,40,12,150,50,82,24,0.211,1.186,0.947,0.4,35,1
Atlantis water,BWQ-40,7.02,496,273,40,29,220,200,20,20,0.28,1.186,1.9,25.989,31,1
Top up,BWQ-41,7.37,447,246,40,22,190,130,48,15,0.19,1.186,1.4,0.8,25,1
Aqua splash,BWQ-42,7.13,333,183,40,5,120,40,82,20,0.211,1.186,0.5,25.989,6,1
Natural Aqwah,BWQ-43,7.05,390,215,40,12,150,50,85,22,0.211,1.186,0.2,25.989,24,1
One life,BWQ-44,7.04,361,199,28,17,140,40,72,19,0.211,1.186,0.4,25.989,35,1
Nebraska,BWQ-45,7.04,384,211,40,10,140,45,76,23,0.23,1.186,0.2,25.989,35,1
Aquatic Fresh,BWQ-46,7.04,577,317,40,29,220,140,82,27,0.211,1.186,2.3,25.989,26,1
Shiraz,BWQ-47,7.06,374,206,40,12,150,50,75,19,0.211,1.186,0.4,25.989,33,1
Smart Life,BWQ-48,7.26,433,238,40,14,160,130,36,21,0.211,1.186,1.9,0.4,31,1
Pure Next,BWQ-49,7.86,356,196,12,12,80,50,60,42,0.19,1.186,0.4,25.989,36,1
AQUA FINE,BWQ-50,7.21,392,216,24,17,130,120,24,32,0.32,2.71,2.5,32.14,50,0
Aquas,BWQ-51,7.80,319,175,20,14,110,30,72,20,0.211,1.186,0.3,25.989,18,1
Ever best,BWQ-52,7.32,363,200,40,7,130,50,72,22,0.211,1.186,0.9,25.989,24,1
Aqua Crystal Water,BWQ-53,7.25,349,192,20,14,110,90,24,26,0.211,1.186,1.9,25.989,46,1
National,BWQ-54,7.27,298,164,28,10,110,45,60,18,0.01,1.186,0.947,25.989,20,1
Nestle,BWQ-55,7.26,420,231,40,17,170,35,96,13,0.211,1.186,0.947,25.989,30,1
Kinley,BWQ-56,7.04,201,111,33.41,20,84,8,52.408,5,0.211,1.186,0.947,25.989,88,1
Rahat Water,BWQ-57,7.25,338,186,28,12,120,50,60,20,0.211,1.186,0.4,2.4,31,1
Erie,BWQ-58,6.96,316,174,28,12,120,50,61,19,0.211,1.186,0.947,2.2,25,1
Fine Life Mineral Water,BWQ-59,7.09,353,194,24,13,115,50,64,27,0.211,1.186,0.2,25.989,35,1
Doce,BWQ-60,6.54,346,190,20,14,110,50,64,27,0.211,1.186,0.5,25.989,30,1
Good water,BWQ-61,6.70,382,210,40,6,125,50,70,30,0.01,1.186,0.947,25.989,40,1
Seasly,BWQ-62,6.67,368,202,20,17,120,60,72,30,0.03,1.186,0.947,25.989,24,1
Blue Ice,BWQ-63,6.54,393,216,20,14,110,60,72,36,0.02,1.186,0.2,25.989,27,1
Omuse,BWQ-64,6.75,380,209,20,14,110,60,70,35,0.211,1.186,0.947,1.2,31,1
Aab-e-khoob,BWQ-65,6.58,413,227,40,17,170,50,72,15,0.06,1.186,0.947,25.989,45,1
Aqua Super Life,BWQ-66,6.80,285,157,20,14,110,50,45,16,0.09,1.186,0.947,25.989,31,1
Pure it,BWQ-67,6.71,420,231,28,14,130,70,96,36,0.04,1.186,0.4,25.989,6,1
Aqua Safe,BWQ-68,6.68,303,167,20,17,120,50,55,13,0.211,1.186,0.947,25.989,20,1
Aqua One Pure Water,BWQ-69,6.91,398,219,40,10,140,60,72,25,0.14,1.186,0.5,25.989,30,1
ZAMS Pure Drinking Water,BWQ-70,6.81,285,157,20,14,110,30,48,14,0.17,1.186,0.947,1.5,40,1
Glacial,BWQ-71,6.73,356,196,24,22,150,45,75,11,0.06,1.186,0.947,25.989,25,1
Gourmet,BWQ-72,6.91,399,219,28,17,140,50,82,25,0.25,1.186,0.947,25.989,30,1
Aquafina,BWQ-73,7.09,228,125,33.41,14,60,20,38,20,0.02,1.186,1.1,25.989,33,1
Kinley,BWQ-74,7.09,328,180,20,22,140,75,52.408,7,0.36,1.186,1.9,25.989,80,1
Nestle,BWQ�-75,6.97,435,239,36,17,160,50,86,20,0.19,1.186,0.1,25.989,32,1
Jami Water,BWQ-76,6.67,360,198,12,17,100,100,44,40,0.12,1.186,0.7,25.989,24,1
Aqua Shilling,BWQ-77,6.65,337,185,20,12,100,50,64,30,0.14,1.186,0.3,25.989,25,1
Musafa,BWQ-78,6.52,295,162,20,10,90,30,68,28,0.15,1.186,0.947,25.989,21,1
Dasani,BWQ-79,6.97,224,123,16,7,70,20,12,13,0.07,1.186,0.947,25.989,61,1
Health Guard,BWQ-80,7.80,340,187,16,22,130,120,10,14,0.29,1.186,7.6,25.989,33,1
New Elixir Water,BWQ-81,7.42,351,193,12,12,80,60,48,43,0.33,1.186,0.9,25.989,46,1
Trust Drinking Water,BWQ-82,6.52,385,212,40,7,130,70,60,27,0.12,1.186,0.7,25.989,34,1
Cristalene,BWQ-83,6.65,320,176,40,10,140,20,78,4,0.06,1.186,0.947,25.989,18,1
Miracle,BWQ-84,6.66,324,178,20,12,100,30,54,22,0.09,1.186,3.9,0.2,40,1
Mag life,BWQ-85,6.74,309,170,16,14,100,35,64,22,0.35,1.186,1.1,25.989,25,1
Pure Aqua,BWQ-86,6.91,373,205,12,3,44,40,75,57,0.36,2.71,0.1,32.14,24,0
Florence,BWQ-87,6.80,346,190,20,12,100,40,72,28,0.35,1.186,7.7,25.989,25,1
Masafi,BWQ-88,6.97,195,107,8,5,44,40,28,23,0.13,1.186,0.8,25.989,15,1
Yes,BWQ-89,6.71,245,135,16,12,90,30,48,15,0.12,1.186,0.947,25.989,26,1
Al-Atash,BWQ-90,6.73,349,192,28,7,100,60,60,33,0.22,1.186,1.2,25.989,30,1
Crystal Maya,BWQ-91,6.84,315,173,16,17,110,30,60,19,0.6,1.186,0.8,25.989,35,1
Aab-e-Dubai,BWQ-92,6.60,180,99,8,12,70,40,30,12,0.08,1.186,0.947,25.989,14,1
Safe Life,BWO-93,6.65,469,258,20,14,110,60,98,50,0.25,1.186,0.5,25.989,34,1
Nurturmil water,BWQ-94,6.71,152,84,20,5,70,20,20,23.008,0.03,1.186,6.9,25.989,29,1
Pure 18,BWQ-95,6.53,325,179,20,12,100,30,72,28,0.09,2.71,0.2,32.14,26,0
NEO,BWQ-96,6.70,328,180,20,14,110,40,65,20,0.1,1.186,5.9,25.989,30,1
ABS Mineral,BWQ-97,7.19,320,176,16,17,110,35,60,21,0.16,1.186,0.9,25.989,35,1
Aab-e-Noor,BWQ-98,7.16,370,204,20,17,120,35,72,26,0.16,2.71,1.3,32.14,40,0
Orion,BWQ-99,7.12,258,142,20,7,80,30,56,22,0.32,1.186,0.9,1.3,20,1
Dam,BWQ-100,6.92,330,182,40,5,120,25,72,18,0.34,1.186,0.2,25.989,31,1
Douro,BWQ-101,7.02,323,178,20,3,65,75,36,42,0.32,1.186,2.0,25.989,30,1
Defence Mineral Water,BWQ-102,6.79,478,263,20,17,120,56,120,48,0.3,1.186,8.0,25.989,10,1
Livon,BWQ-103,7.11,303,167,28.25,10,40,40,64,58,0.23,2.71,0.8,32.14,20,0
Evan,BWQ-104,6.65,340,187,20,5,70,55,60,44,0.13,1.186,2.6,25.989,28,1
Springley,BWQ-105,7.37,508,279,70,13,230,220,18,22,0.20,1.186,1.5,25.989,32,1
Culligan,BWQ-106,7.02,320,192,40,10,140,60,72,8,0.211,1.186,5,25.989,2.0,1
Aqua One,BWQ-107,6.62,357,195,36,12,140,100,48,15,0.9,1.186,1,25.989,18,1
I Pure,BWQ-108,6.90,520,286,44,17,180,180,28,32,1.4,1.186,1.4,25.989,30,1
Chen Water,BWQ-109,7.07,325,179,40,10,140,50,72,8,0.211,1.186,2.7,25.989,18,1
JEL,BWQ-110,6.55,225,124,28,12.378,70,40,34,15,0.211,1.186,5,25.989,20,1
Nestle,BWX-01,7.96,421,230,40,19,180,30,96,13,0.07,1.186,0.947,31,2.0,1
AQUAFINA,BWX-02,7.39,223,123,33.41,15,60,40,36,19,0.09,1.3,1,10,2.0,1
Pearl,BWX-03,7.68,300,165,20,15,110,70,40,15,0.08,1.9,0.25,25,0.2,1
POPULAR H2OPE,BWX-04,7.40,457,251,44,17,180,40,120,16,0.12,4.5,0.947,9,2.0,1
SHUKRAN,BWX-05,6.97,715,393,40,27,210,90,80,64,0.39,2.6,1.94,14,0.3,0
Noble,BWX-06,7.04,356,196,20,22,140,30,60,17,0.25,3.0,1.47,56,0.2,1
MAA JEE,BWX-07,6.80,430,237,40,12,150,20,72,23,0.27,2.1,2.48,69,2.0,1
Droplet,BWX-08,7.54,1060,583,70,43,350,300,105,80,0.65,5.7,0.33,91,3.05,0
KARAKORUM Flow,BWX-09,7.17,308,169,24,7,90,60,28,29,0.28,2.71,0.01,50,3.05,0
SuperNatural,BWX-10,7.56,363,200,40,7,150,50,74,24,0.29,0.2,0.947,25,0.8,1
Fresh Natural,BWX-11,7.54,340,187,16,19,120,40,62,24,0.21,1.186,0.05,34,0.9,1
dasani,BWX-12,7.51,262,144,33.41,24,100,50,12,15,0.15,0.4,0.24,64,2.0,1
Blu Water,BWX-13,7.24,314,173,32,9,110,40,60,20,0.11,0.6,0.947,29,2.0,1
AQUWA Plus,BWX-14,7.05,344,189,20,15,110,60,48,26,0.09,0.6,0.70,40,1,1
Nation PureWater,BWX-15,7.35,312,172,30,11,120,40,60,17,0.30,0.7,0.33,29,5,1
Rose,BWX-16,7.79,430,237,40,17,170,50,96,18,0.27,0.3,0.947,29,2.0,1
Himalaya�sSpring,BWX-17,7.05,354,195,40,5,120,65,60,25,0.02,0.6,0.947,28,2.0,1
Rescue,BWX-18,7.24,677,372,70,21,260,120,120,33,0.08,0.6,0.947,41,0.3,1
DAZZLINGWater,BWX-19,6.56,329,181,30,9,110,80,36,23,0.12,0.6,1.45,26,0.4,1
ECO,BWX-20,7.64,428,235,28,10,110,90,50,47,0.14,1.4,0.37,52,0.2,1
Masafi,BWX-21,6.76,414,228,60,10,190,40,110,7,0.06,0.3,0.947,10,0.3,1
Isberg,BWX-22,7.56,381,210,40,12.378,100,120,48,44,0.18,1.5,0.947,25.989,2.0,1
Nestor,BWX-23,7.23,395,217,40,12,150,50,90,20,0.29,0.5,0.947,25.989,2.0,1
ICE WELL,BWX-24,7.42,508,279,40,17,170,110,80,39,0.14,0.7,0.01,34,2.0,1
OASIS Plus,BWX-25,7.68,497,273,40,19,180,230,12,29,0.15,3.5,0.04,25.989,2.0,1
Bake Master,BWX-26,7.32,387,213,40,15,160,50,75,14,0.15,1.2,0.15,33,0.2,1
EART H2O,BWX-27,6.76,316,174,20,15,110,50,55,20,0.11,5.3,0.09,30,2.0,1
ALPHA,BWX-28,6.94,242,230,40,17,170,110,48,17,0.11,0.5,0.72,28,2.0,1
JEL,BWX-29,6.80,270,149,16,10,80,20,60,21,0.18,0.5,1.57,20,2.0,1
UF PUREEDGE,BWX-30,6.73,313,172,8,12,70,40,72,40,0.38,0.5,0.36,15,0.5,1
Douro,BWX-31,6.68,148,110,33.41,12.378,40,40,26,19,0.12,0.7,1.69,18,0.4,1
Water Plus,BWX-32,6.93,275,151,12,10,70,20,60,30,0.08,0.4,1.13,27,2.0,1
Blue Plus,BWX-33,6.20,349,192,16,12,90,30,72,36,0.09,1.3,3.63,29,3.05,0
NEO MAX,BWX-34,6.96,250,138,8,10,60,20,48,29,0.09,0.5,2.34,23,2.0,1
Kpl,BWX-35,7.15,407,224,36,7,120,60,72,39,0.17,2.4,6.61,15,2.0,1
YES,BWX-36,6.80,297,163,20,7,80,20,72,32,0.09,0.6,1.75,20,2.0,1
Culligan,BWX-37,7.36,282,155,20,15,110,50,72,8,0.06,7.7,0.947,25.989,2.0,1
Crystal Maya,BWX-38,6.50,250,138,12,10,70,30,60,22,0.03,2.9,3.01,25.989,2.0,1
Defence,BWX-39,7.06,468,257,12,12,80,40,120,70,0.16,4.6,4.21,14,3.05,0
Paani,BWX-40,7.2,452,249,36,15,150,50,82,30,0.15,3.3,0.49,34,0.5,1
Aqua Drop,BWX-41,6.12,264,145,12,12,90,20,84,19,0.11,0.5,0.48,32.14,3.05,0
Vinh,BWX-42,6.83,499,274,28.25,10,40,50,110,86,0.58,1.3,2.36,28,3.05,0
AQUAAYOLAM,BWX-43,5.48,1828,1005,40,39,280,40,390,250,0.43,2.6,0.34,231,3.05,0
NEO,BWX-44,6.90,322,177,16,12,90,40,72,38,0.15,0.5,2.10,31,2.0,1
Hill drops,BWX-45,7.13,138,76,4,10,50,20,36,14,0.08,1.4,1.91,10,2.0,1
Livon,BWX-46,6.95,1020,561,12,17,100,110,204,180,1.22,2.5,3.29,60,3.05,0
Maple Plus,BWX-47,6.95,414,228,20,24,150,70,72,30,0.29,0.3,2.56,26,2.0,1
Calci Dew,BWX-48,6.75,321,177,20,24,150,90,33,10,0.14,0.4,1.08,31,2.0,1
WaterEmpire,BWX-49,7.03,123,68,12,5,50,40,12,7,0.08,0.3,0.98,6,2.0,1
Aqua Green,BWX-50,6.85,371,208,20,15,110,50,60,27,0.04,1.186,1.13,34,2.0,1
Deosai,BWX-51,6.95,411,226,40,10,140,50,84,29,0.15,0.4,2.35,29,2.0,1
Springley,BWX-52,7.42,499,274,44,24,210,220,16,19,0.02,1.3,0.95,20,2.0,1
Blue SpringWater,BWX-53,6.52,325,179,40,10,140,20,72,9,0.08,1.186,0.51,26,2.0,1
Nestle,BWX-54,7.38,451,248,40,22,190,60,96,18,0.02,0.3,0.947,30,2.0,1
Nectar,BWX-55,6.94,347,191,40,15,160,70,52,8,0.02,0.4,1.23,30,2.0,1
Aquantis,BWX-56,6.86,414,228,32,12,130,65,72,34,0.21,1.2,1.84,31,2.0,1
Soft Water,BWX-57,7.68,300,165,32,15,140,120,14,8,0.09,2.7,3.58,29,2.0,1
IMMA,BWX-58,7.60,348,191,20,19,130,60,52,21,0.03,1.186,0.947,41,2.0,1
Pak Nest Pure Natural Water,BWX-59,7.46,445,245,40,17,170,70,72,21,0.11,1.186,0.947,37,2.0,1
SMAKMineralWater,BWX-60,6.74,249,137,12,10,70,40,36,20,0.19,0.8,0.49,29,2.0,1
NEBRASKA,BWX-61,7.03,413,227,40,15,160,50,72,15,0.02,0.5,0.24,52,2.0,1
Marina,BWX-62,7.48,464,255,40,40,210,180,24,15,0.07,1.6,3.99,26,0.3,1
Aqua Dore,BWX-63,6.60,340,181,28,19,150,30,72,7,0.19,0.8,1.02,30,0.2,1
AquaticFresh,BWX-64,7.51,553,304,36,34,230,160,50,19,0.24,2.1,6.15,34,0.2,1
NaturalAqwah,BWX-65,7.68,296,163,16,22,130,100,12,11,0.24,1.2,3.58,27,0.3,1
Aqua Splash,BWX-66,6.61,267,147,28,10,110,20,52,8,0.04,0.7,3.90,20,0.3,1
BREATHE,BWX-67,6.66,274,151,24,15,120,30,60,7,0.14,0.2,0.54,21,0.2,1
